Painting ID,Location,Location Type,Rack,Artist,Title,Height,Width,Depth
1992.8.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 33A",Screen, 33A,,"Stalin with Hitler's Remains from the series Anarchistic Synthesism, 1985–1986",84.25,60.24,
1992.9.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 49A",Screen, 49A,Cindy Sherman,"Untitled #140 from the series Fairy Tales, 1985",71.93,48.07,
1992.11.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 28A",Screen, 28A,"Unidentified Culture, Peruvian",Chuspa Bag with Feline Pattern,6.5,8.27,
1992.12.5,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 61A",Screen, 61A,In the style of Francois Perrier,"Battle Scene, 17th century",8.5,10.0,
1992.12.16,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 22B",Screen, 22B,A. Veranneman,"Architectural Exterior, 1911",12.01,9.25,
1993.1.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 18A",Screen, 18A,John Hoppner,"Portrait of Nancy Carey, c. 1780",94.02,57.76,
1993.3.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 38A",Screen, 38A,Lorna Simpson,"Holding and Breaking, 1992",74.02,20.39,2.01
1993.4.1.A,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 52A",Screen, 52A,Angela Bourodimos,"All Access Fountain, 1991",32.01,30.0,
1993.8.7,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35B",Screen, 35B,Leonid Tishkov,"L.I.T. Looks in a Microscope and Sees: Even the Smallest Microbe Lives in a Trunk, 1989",29.53,39.37,
1993.8.8,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35B",Screen, 35B,Leonid Tishkov,"Living in a Trunk Also Wants a Little Love, 1989",29.53,39.37,
1993.10.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 20B",Screen, 20B,Charles Christian Nahl,"Young Girl with Kid Goat, 1858",60.0,42.01,
1993.12.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 61A",Screen, 61A,"French, In the style of Eugène Delacroix","The Bathers, 19th century–20th century",9.02,10.98,
1994.4.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 24A",Screen, 24A,Edward Lamson Henry,"Feeding the Kittens, 1883",5.98,4.02,
1994.7.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 61A",Screen, 61A,Marianne Manasse,"Diplomacy, 20th century",24.02,35.98,
1995.2.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 34B",Screen, 34B,Olga Chernysheva,"Fête Champêtre, 20th century",49.21,76.77,
1995.6.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 30A",Screen, 30A,Boris Anisfeld,"Red Landscape with Figure, c. 1907",12.52,17.91,
1995.6.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 30A",Screen, 30A,Boris Anisfeld,"Obverse: Kneeling Woman, c. 1905",11.5,17.44,
1995.6.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 30A",Screen, 30A,Boris Anisfeld,"Design for Decoration of Villa Wougaft, 1914–1917",15.47,20.08,
1995.6.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 30A",Screen, 30A,Boris Anisfeld,"Figure in Blue Cape on Orange Background (verso: Kneeling Figure by Water), c. 1913",9.25,11.46,
1995.7.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 56B",Screen, 56B,"Dmitri Plavinsky, Russian, 1937 - 2012","Salamander, 1974",7.48,,
1995.7.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 54B",Screen, 54B,"Dmitri Plavinsky, Russian, 1937 - 2012","Workshop, 1975",12.87,19.09,
1995.12.1.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 34A",Screen, 34A,,"Bridge from the portfolio Projects, 1987 (printed 1990)",42.01,30.98,
1995.12.1.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 34A",Screen, 34A,,"Columbarium Architecture (Museum of Disappearing Buildings) from the portfolio Projects, 1984 (printed 1990)",32.01,22.52,
1995.12.1.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 34A",Screen, 34A,,"Columbarium Habitabile from the portfolio Projects, 1989 (printed 1990)",33.27,21.61,
1995.12.1.6,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 34A",Screen, 34A,,"Contemporary Architectural Art Museum from the portfolio Projects, 1988 (printed 1990)",42.01,30.98,
1995.12.1.7,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 36A",Screen, 36A,,"Crystal Palace from the portfolio Projects, 1989–1990",42.01,30.98,
1995.12.1.8,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35A",Screen, 35A,,"Diomede I from the portfolio Projects, 1989 (printed 1990)",21.5,15.51,
1995.12.1.9,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35A",Screen, 35A,,"Diomede II from the portfolio Projects, 1989 (printed 1990)",10.87,6.73,
1995.12.1.10,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35A",Screen, 35A,,"Doll's House from the portfolio Projects, 1990",30.39,22.36,
1995.12.1.11,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 34A",Screen, 34A,,"Dome from the portfolio Projects, 1989 (printed 1990)",42.01,30.98,
1995.12.1.14,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 36A",Screen, 36A,,"Forum de Mille Veritatis from the portfolio Projects, 1987 (printed 1990)",42.01,30.98,
1995.12.1.15,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35A",Screen, 35A,,"Untitled (Four Head Composite) from the portfolio Projects, 1983–1984 (printed 1990)",21.5,15.51,
1995.12.1.16,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 36A",Screen, 36A,,"Glass Tower from the portfolio Projects, 1984 (printed 1990)",42.01,30.98,
1995.12.1.17,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35A",Screen, 35A,,"Glass Tower II from the portfolio Projects, 1984 (printed 1990)",42.01,30.98,
1995.12.1.20,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 34A",Screen, 34A,,"Island of Stability from the portfolio Projects, 1989–1990",31.06,23.11,
1995.12.1.21,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 36A",Screen, 36A,,"Nameless River from the portfolio Projects, 1986 (printed 1990)",42.01,30.98,
1995.12.1.23,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 37A",Screen, 37A,,"Ship of Fools or a Wooden Skyscraper for the Jolly Company from the portfolio Projects, 1988 (printed 1990)",28.62,21.38,
1995.12.1.24,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 36A",Screen, 36A,,"Stageless Theatre from the portfolio Projects, 1986 (printed 1990)",42.01,30.98,
1995.12.1.26,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 36A",Screen, 36A,,"Theater from the portfolio Projects, 1990",42.01,30.98,
1995.12.1.27,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 33A",Screen, 33A,,"Town Bridge from the portfolio Projects, 1989–1990",30.98,42.01,
1995.12.1.28,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 33A",Screen, 33A,,"Unknown Person from the portfolio Projects, 1985–1989 (printed 1990)",15.0,12.24,
1995.12.1.29,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35A",Screen, 35A,,"Untitled (House with Stag's Head and Dog) from the portfolio Projects, 1986 (printed 1990)",30.98,21.5,
1995.12.1.30,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35A",Screen, 35A,,"Untitled (Person Holding Buildings) from the portfolio Projects, 1985 (printed 1990)",21.5,15.51,
1995.12.1.33,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 32B",Screen, 32B,,"Villa Claustrophobia from the portfolio Projects, 1985 (printed 1990)",42.01,30.98,
1995.12.1.34,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 37A",Screen, 37A,,"Villa Nautilus, 1990",42.01,30.98,
1995.12.1.35,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 36B",Screen, 36B,,"Wandering Turtle from the portfolio Projects, 1984 (printed 1990)",30.98,42.01,
1995.14.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 32A",Screen, 32A,"Leonid Lerman Born in Odessa, Ukraine, 1953","Improvisation in Red and Blue, 1993",32.76,40.0,
1995.14.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 32A",Screen, 32A,"Leonid Lerman Born in Odessa, Ukraine, 1953","Evening at Volga, 1992",33.74,22.24,
1995.14.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 32A",Screen, 32A,"Leonid Lerman Born in Odessa, Ukraine, 1953","Study for Other Horizons, 1992",37.01,37.01,
1995.16.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35A",Screen, 35A,Yuri Albert,"About Beauty from the series Alphabet for the Blind, 1988–1989",47.99,79.76,
1995.16.8,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 38A",Screen, 38A,Georgii Kizevalter,"Ars Brevis, 1988",41.26,67.52,
1995.16.18,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 34B",Screen, 34B,Nikolai Panitkov,"Stuff Up the Hole, Stuff Up the Crack, 1987",32.99,32.99,5.0
1995.20.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 55A",Screen, 55A,Ilya Kabakov,"The Rabbits, 1994",,,
1995.22.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 54B",Screen, 54B,Feodor Petrovich Tolstoy,"The Return of Ulysses, c. 1820",5.87,9.88,
1995.23.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 60A",Screen, 60A,Alexander Roytburd,"The Movement, 1988",54.72,47.24,
1995.24.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 26B",Screen, 26B,Edward Hagedorn,"Sword Swallower, c. 1930",17.01,27.01,
1995.24.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 26B",Screen, 26B,Edward Hagedorn,"The Rainbow, c. 1930",17.01,27.01,
1996.1.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A",Screen, 14A,"C. Baugniet, Printed by Louis Haghe, F. G. Moon","Portrait of David Roberts, Esq., R.A., 1844",23.5,17.01,
1996.1.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A",Screen, 14A,"David Roberts, Louis Haghe, F. G. Moon","The Greek Church of the Holy Sepulchre, 1842–1845",23.5,17.01,
1996.1.8,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A",Screen, 14A,"David Roberts, Louis Haghe, F. G. Moon","The Mosque of Omar, on the Ancient Site of the Temple, 1842–1845",23.5,17.01,
1996.1.11,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A",Screen, 14A,"David Roberts, Louis Haghe, F. G. Moon","Church of the Holy Sepulchre, Exterior View, 1842–1845",23.5,17.01,
1996.1.14,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A",Screen, 14A,"David Roberts, Louis Haghe, F. G. Moon","The Shrine of the Holy Sepulchre, 1842–1845",23.5,17.01,
1996.1.16,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A",Screen, 14A,"David Roberts, Louis Haghe, F. G. Moon","Jerusalem - The Church of  the Purification, 1842–1845",23.5,17.01,
1996.1.18,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A",Screen, 14A,"David Roberts, Louis Haghe, F. G. Moon","Jerusalem from the Mount of Olives, 1842–1845",23.5,17.01,
1996.1.48,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A",Screen, 14A,"David Roberts, Louis Haghe, F. G. Moon","The Immersion of the Pilgrims in the Jordan, 1842–1845",23.5,17.01,
1996.1.59,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A",Screen, 14A,"David Roberts, Louis Haghe, F. G. Moon","Gaza, 1842–1845",23.5,17.01,
1996.1.61,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A",Screen, 14A,"David Roberts, Louis Haghe, F. G. Moon","Jaffa, Looking South, 1842–1845",23.5,17.01,
1996.1.89,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A",Screen, 14A,"David Roberts, Louis Haghe, F. G. Moon","Arabs of the Desert, 1842–1845",23.5,17.01,
1996.1.115,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A",Screen, 14A,"David Roberts, Louis Haghe, F. G. Moon","Ascent to the Summit of Sinai, 1842–1845",23.5,17.01,
1996.1.118,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A",Screen, 14A,"David Roberts, Louis Haghe, F. G. Moon","Convent of Saint Catherine, with Mount Horeb, 1842–1845",23.5,17.01,
1996.1.124,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A",Screen, 14A,"David Roberts, Louis Haghe, F. G. Moon","Suez, General View, 1842–1845",23.5,17.01,
1996.1.125,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A",Screen, 14A,Published by F. G. Moon,"Map to Illustrate the Route of David Roberts, Esq., R. A., In the Holy Land, Petrea and Syria, 1842–1845",23.5,17.01,
1996.4.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 03B",Screen, 03B,Analoly Glinov,"Russian Field, 1970",45.98,64.02,
1996.4.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 33A",Screen, 33A,Ivan Kabish,"To Mausoleum, 1963",20.0,27.01,
1996.9.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 30A",Screen, 30A,Alexander Iakovlevich Golovin,"Two Visions of Skriabin the Composer, c. 1900–1910",82.01,41.26,
1996.15.31,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 60A",Screen, 60A,Leonid Pinchevsky,"Untitled, 1982",30.0,24.02,
1996.16.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 54A",Screen, 54A,Leonid Lamm,"Yellow House in Uzhgorod, 1946",24.49,18.62,
1996.16.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 05B",Screen, 05B,Leonid Lamm,"West-Ukraine Town, Road to Czechoslovakia borderline, 1946",19.06,14.02,
1996.16.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 31B",Screen, 31B,Leonid Lamm,"Silver Street, Uzhgorod, 1946",24.02,17.99,
1996.16.5,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 52A",Screen, 52A,Leonid Lamm,"Sukhum, Georgia, 1950",14.49,20.51,
1996.16.6,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 54A",Screen, 54A,Leonid Lamm,"Late Afternoon in Small Town, 1946",19.02,14.02,
1996.16.7,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 54A",Screen, 54A,Leonid Lamm,"Kiev, 1950",17.76,14.02,
1996.16.13,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 56A",Screen, 56A,Leonid Lamm,"Landscape, 1953",17.99,13.39,
1996.16.15,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 54B",Screen, 54B,Leonid Lamm,"Self-portrait, 1949",17.01,11.73,
1996.16.16,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 33B",Screen, 33B,Leonid Lamm,"Self-portrait with Green Lady, 1956",20.51,14.76,
1996.18.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 60A",Screen, 60A,Nicolas-Toussaint Charlet,"Interior of a Guard House, 19th century",21.73,17.99,
1996.19.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 26A",Screen, 26A,Max Pechstein,"Blumenvase auf Einem Tisch (Vase of Flowers on a Table) (recto) and Frau und Mann sich umarmend  (Woman and Man Hugging Each Other) (verso), c. 1912–1923",35.0,29.49,
1996.22.22,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 33B",Screen, 33B,Henry Elinson,"De Kooning, 1995–1996",50.0,37.99,
1996.24.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 54A",Screen, 54A,Leonid Pinchevsky,"untitled, 1981",23.62,21.73,
1996.26.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 11A",Screen, 11A,"Anonymous M1 (attributed to), follower of Jan Josefsz van Goyen","Landscape (after Jan van Goyen), c. late 17th century–early 18th Century",16.61,28.11,0.2
1996.27.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 60B",Screen, 60B,Cleve Gray,"Abstract Canvas, 1980",35.98,24.02,
1997.1.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 31B",Screen, 31B,Valentin Popov,"Vatican Museum #3, 1985",49.02,59.02,
1997.1.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 34B",Screen, 34B,Valentin Popov,"Vatican Museum #4, 1985",59.02,48.74,
1997.4.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 52A",Screen, 52A,Joseph Pascal Sebah,"713.Abydos table planche I (Temple de Seti I), c. 1860–1870",7.99,9.49,
1997.4.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 52A",Screen, 52A,Joseph Pascal Sebah,"721.Abydos 2me Salle: Bas Relief (Temple de Seti I), c. 1860–1870",10.75,7.87,
1997.5.1.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 32A",Screen, 32A,"Vitaly Komar, Alex Melamid","Onward to the Final Victory of Capitalism, 1980",24.02,20.0,
1997.5.1.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 32A",Screen, 32A,"Vitaly Komar, Alex Melamid","Glory to the American Worker, 1980",24.02,20.0,
1997.8.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 36B",Screen, 36B,Oleg Kudryashov,"Icon with Saw, 1992",41.34,59.84,
1997.8.6,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35B",Screen, 35B,Oleg Kudryashov,"The Soldier and the Devil, 1991",35.98,47.01,
1997.18.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 27B",Screen, 27B,Shimon Okshteyn,"Armchair, 1995",92.01,73.62,42.01
1997.23.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 32A",Screen, 32A,Leonid Tishkov,"Anatomical Map of Russia (portfolio), 1997",26.73,19.76,
1997.25.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 53B",Screen, 53B,"Edith London, American (born Germany), 1904 - 1997","In Flight, 1995",12.99,15.98,
1997.32.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 61B",Screen, 61B,Rhonda Wall,"Untitled, 1984",20.0,15.98,
1997.32.9,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 51A",Screen, 51A,Rick Prol,"Green Man, 1984",54.02,67.99,
1998.1.1,"Nasher Museum Building, Nasher Painting Storage Room",,,Francesco Furini,"Angel, 17th century",33.27,28.15,
1998.4.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 30A",Screen, 30A,Philip Andreyevich Maliavin,"Self Portrait, 1912",26.97,24.65,
1998.7.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 32B",Screen, 32B,Leonid Sokov,"Freedom, 1991",49.92,38.27,
1998.8.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 55A",Screen, 55A,Vasily Shulzhenko,"Bulls' Shepherd from Remote Pastures, 1994",47.01,62.99,
1998.8.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 53A",Screen, 53A,Vasily Shulzhenko,"The Banished, 1996",70.51,57.99,
1998.10.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 46B",Screen, 46B,"Alicia Creus, Argentinian, 1939, lives in the United States","The Princess and Her Keeper, 1995–1996",65.24,67.01,
1998.13.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 59B",Screen, 59B,Valery Koshliakov,"Moscow Towers, 1997",78.74,57.24,
1998.18.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35B",Screen, 35B,Sergei Volkov,"Portrait of Yuri Gagarin, the First Cosmonaut, 1987",51.18,35.43,
1998.18.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 60A",Screen, 60A,S. Schablavin,"Night (View of Moscow Suburbs), 1979",33.07,33.07,
1998.18.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 60A",Screen, 60A,S. Schablavin,"Summertime (View of Moscow Suburbs), 1980",33.07,33.07,
1998.21.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 33B",Screen, 33B,Leonid Sokov,"Untitled (Bear and Marilyn Monroe), 1991",48.5,40.98,
1998.21.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 34B",Screen, 34B,"Arsen Savadov, Yuri Senchenko","Untitled from the series Controlling of the Inorganic Control, 1992–1993",40.0,37.99,4.02
1998.21.5,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 34B",Screen, 34B,"Arsen Savadov, Yuri Senchenko","Untitled from the series Controlling of the Inorganic Control, 1991",47.99,40.0,4.02
1998.21.8,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 33B",Screen, 33B,Mikhail Roginsky,"Untitled, 1985",77.01,59.49,
1998.21.10.A,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 31A",Screen, 31A,Shimon Okshteyn,"There are many forms but few classics, 1988",80.12,124.13,4.61
1998.21.10.B,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 31A",Screen, 31A,Shimon Okshteyn,"There are many forms but few classics, 1988",80.12,124.13,4.61
1998.21.12,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 30B",Screen, 30B,Rostislav Lebedev,"The Bolshevic by Kudisodiev, 1991",50.0,67.99,
1998.21.20,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 30B",Screen, 30B,Rostislav Lebedev,"Black Square, 1991",54.02,54.02,
1998.22.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 12A",Screen, 12A,Cristoforo Munari,"Still Life with Blue and White Porcelain, c. 1690",11.73,16.26,
1998.22.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 15B",Screen, 15B,Giovanni Paolo Panini,"Architectural Capriccio with Figures, c. 1716–1718",38.27,28.74,
1998.22.4.A,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 11A",Screen, 11A,Francesco Monti,"Hagar and the Angel, c. 1725",16.5,10.98,
1998.22.4.B,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 11A",Screen, 11A,Francesco Monti,"The Sacrifice of Isaac, c. 1725",16.5,10.98,
1998.22.5,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 24A",Screen, 24A,Jan van Kessel (attributed to),"Creation of the Birds and Fishes, c. 1650",9.76,7.01,
1998.22.6,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 22B",Screen, 22B,"Jasper Gerardi (Geeraerts), attributed Flemish, active from 1634, died 1654","Still Life with Meat Pie, c. 1650",19.25,25.24,
1998.24.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 24B",Screen, 24B,Bruce Wall,"Metro Freako, 1984",90.0,95.98,7.99
1999.1.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 54A",Screen, 54A,Susana Amundarain,"Side View, 1996",60.0,60.0,
1999.8.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 31B",Screen, 31B,"Rimma Gerlovina, Valeriy Gerlovin","Subliminal Child, 1995–1999",47.99,32.99,
1999.8.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 31B",Screen, 31B,"Rimma Gerlovina, Valeriy Gerlovin","Bark, 1997",35.75,45.51,
1999.9.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 44B",Screen, 44B,Rhonda Wall,"Tropic City, 1993",90.0,95.98,
1999.11.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 53B",Screen, 53B,A. Sundakov,"Hot Words, 1988",39.02,49.02,
1999.11.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35B",Screen, 35B,Rostislav Lebedev,"Playing Cards, 1946",30.98,22.99,
1999.14.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 33B",Screen, 33B,Ely Mikhailovich Bielutin,"Untitled, 1972",40.0,40.0,
1999.14.5,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35B",Screen, 35B,Natalya Nesterova,"The Gold Jug!, 1993",39.49,47.01,
1999.14.7,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 39A",Screen, 39A,David Davidovich Burliuk,"The Sea, c. 1910",32.01,41.73,
2000.2.1,"Nasher Museum Building, Nasher Painting Storage Room",,,"Florentine, Anonymous","Cassone Panel with Neptune Presiding over a Wedding, c. 1560",21.73,67.76,
2000.3.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 30A",Screen, 30A,Russian,"The Old Scholar, 19th century",21.89,17.64,
2000.8.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 56A",Screen, 56A,Uri Katzenstein,"Bedovin, 1999",18.9,27.17,
2000.8.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 56A",Screen, 56A,Uri Katzenstein,"ten erotic warriors, 1999",18.9,27.17,
2000.9.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 43B",Screen, 43B,"Andy Warhol Born in Pittsburgh, Pennsylvania, 1928-1987","Mao, 1972",35.98,35.98,
2000.14.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 42B",Screen, 42B,,"Myrtle Beach, c. 1970",68.5,90.63,
2000.16.2.A,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 30B",Screen, 30B,Alexander Kosolapov,"Malevich, Marlboro Series., 1990",24.02,44.02,
2000.16.2.B,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 30B",Screen, 30B,Alexander Kosolapov,"Malevich, Marlboro Series., 1990",24.02,44.02,
2000.16.2.C,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 30B",Screen, 30B,Alexander Kosolapov,"Malevich, Marlboro Series., 1990",24.02,44.02,
2000.16.2.D,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 30B",Screen, 30B,Alexander Kosolapov,"Malevich, Marlboro Series., 1990",24.02,44.02,
2000.16.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 38A",Screen, 38A,Alexander Kosolapov,"The History of All..., 1990",50.0,80.0,
2000.16.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 38A",Screen, 38A,Alexander Kosolapov,"Lenin-Coca-Cola, 1988",22.99,36.26,
2000.23.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 60A",Screen, 60A,Valentina Kropunitskaya,"Untitled; from the ""Swamp"" series, 1979",25.98,32.99,
2000.23.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 60A",Screen, 60A,Valentina Kropunitskaya,"Untitled; from the ""Swamp"" series, 1977",25.98,32.99,
2000.24.6,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 31A",Screen, 31A,Vladimir Nemuchin,"The Envelope, 1988",32.99,35.98,
2000.26.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 61A",Screen, 61A,Jim Gingerich,"She's Thirsty, 8/15/1985",35.24,27.52,
2000.28.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 30A",Screen, 30A,Ilya Mashkov,"Seated Nude, c. 1920",25.98,20.98,
2001.6.1,"Nasher Museum Building, Nasher Painting Storage Room",,,Antonio González Ruiz,"Infante Luis Antonio Bourbon, c. 1729–1730",20.08,16.14,
2001.8.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 16A",Screen, 16A,Giambattista Nolli,"La pianta grande di Roma (The Great Map of Rome), 1748",79.02,114.02,
2001.10.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 53A",Screen, 53A,Corrine Colarusso,"Clearing, 1998",17.99,30.0,
