Painting ID,Location,Location Type,Rack,Artist,Title,Height,Width,Depth
2011.19.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 29A",Screen, 29A,Fred Fang Yu Wang,"Bird Cry, n.d.",85.51,29.37,
2011.19.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 29A",Screen, 29A,Fred Fang Yu Wang,"Thunder and Rain, n.d.",66.73,21.26,
2011.19.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 29A",Screen, 29A,Fred Fang Yu Wang,"Good Fortune, n.d.",49.49,21.5,
2011.19.5,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 29A",Screen, 29A,Fred Fang Yu Wang,"Du Hu, n.d.",53.5,21.5,
2011.21.5,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 42A",Screen, 42A,Bruce W. Talamon,"David Hammons, La Salle Studio, 1977",19.13,12.99,
2011.22.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 47A",Screen, 47A,"Vik Muniz Born in São Paul, Brazil, 1961","Apollo and Diana, after Lucas Cranach (Pictures of Junk), 2006",50.98,40.0,
2011.23.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 38A",Screen, 38A,"Kerry James Marshall Born in Birmingham, Alabama, 1955","Portrait of the Artist & a Vacuum, 1981",62.52,52.36,2.01
2012.1.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 44A",Screen, 44A,"Burk Uzzle Born in Raleigh, North Carolina, 1938","Sex Pit, Alabama, 2006 (printed 2011)",40.0,50.0,
2012.2.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 42B",Screen, 42B,"Anderson Johnson, American, 1915 - 1998","Untitled (Self-Portrait), c. 1984–1991",20.24,17.87,
2012.3.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 44A",Screen, 44A,Glenn Ligon,"Study for Negro Sunshine II #11, 2011",10.08,8.07,
2012.4.1,"Nasher Museum Building, Nasher Painting Storage Room",,,"Radcliffe Bailey Born in Bridgeton, New Jersey, 1968","Levitate, 2012",120.0,114.02,5.98
2012.5.1,"Nasher Museum Building, Nasher Painting Storage Room",,,"Cy Twombly, Poem by Robert Edward Duncan, Published by Nicola Cernovich, Printed by Black Mountain Graphics Workshop","The Song of the Border-Guard, 1952",12.99,10.0,
2012.8.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 07A",Screen, 07A,Fahamu Pecou,"Nunna My Heros: After Barkley Hendricks’ 'Icon for My Man Superman,' 1969, 2011",62.99,49.49,
2012.10.1,"Nasher Museum Building, Nasher Painting Storage Room",,,"Nicola Cernovich Born in 1929   Poem by Charles Olson Born in Worcester, Massachusetts, 1910-1970  Printed by Black Mountain Graphics Workshop","Broadside No. 1 (containing the poem: ""This""), 1951 (distributed 1952)",12.01,9.02,
2012.12.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 50A",Screen, 50A,Stacy Lynn Waddell,"Awful Conflagration of the Steam Ship Lexington (after Nathaniel Currier), 1840/2011, 2011",22.01,29.76,
2012.13.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 47B",Screen, 47B,"Tai Xiangzhou Born in Yinchuan, China, 1968","Wintry Forest, 2009",16.61,54.8,
2012.14.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 46A",Screen, 46A,"Zanele Muholi Born in Durban, South Africa, 1972","Katlego Mashiloane and Nosipho Lavuta, Ext. 2, Lakeside, Johannesburg, 2007",30.2,30.12,
2012.15.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 52B",Screen, 52B,"Burk Uzzle Born in Raleigh, North Carolina, 1938","Acid Park, 2009",60.12,75.39,
2012.16.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 13B",Screen, 13B,"Pinaree Sanpitak Born in Bangkok, Thailand, 1961","Cloud Garden, 2008",77.99,98.5,
2012.16.2,"Nasher Museum Building, Nasher Painting Storage Room, Wall Screen, 14",Wall Screen, 14,"Pinaree Sanpitak Born in Bangkok, Thailand, 1961","The Mirror, 2009",7.01,75.98,37.52
2012.17.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 41B",Screen, 41B,,"now's the time (amauta), 2009",50.63,31.61,
2012.18.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 44A",Screen, 44A,"Mark Bradford Born in Los Angeles, California, 1961","Untitled, 2012",3.74,5.67,
2012.18.1.A,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 44A",Screen, 44A,"Mark Bradford Born in Los Angeles, California, 1961","Untitled, 2012",3.74,5.67,
2012.18.1.B,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 44A",Screen, 44A,"Mark Bradford Born in Los Angeles, California, 1961","Untitled, 2012",20.0,15.98,
2012.18.1.C,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 44A",Screen, 44A,"Mark Bradford Born in Los Angeles, California, 1961","Untitled, 2012",20.0,15.98,
2012.18.1.D,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 44A",Screen, 44A,"Mark Bradford Born in Los Angeles, California, 1961","Untitled, 2012",20.0,15.98,
2012.18.1.E,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 44A",Screen, 44A,"Mark Bradford Born in Los Angeles, California, 1961","Untitled, 2012",20.0,15.98,
2012.18.1.F,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 44A",Screen, 44A,"Mark Bradford Born in Los Angeles, California, 1961","Untitled, 2012",20.0,15.98,
2012.19.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 41A",Screen, 41A,"MJ Sharp Born in Knoxville, Tennessee, 1960","Outside Amarillo, 2006 (printed 2012)",50.0,40.0,
2012.20.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 40B",Screen, 40B,,"Mama, 2011",72.36,60.0,
2012.21.1,"Nasher Museum Building, Nasher Painting Storage Room",,,"Burk Uzzle Born in Raleigh, North Carolina, 1938","Martin Luther King, 1968",13.74,9.25,
2012.22.1,"Nasher Museum Building, Nasher Painting Storage Room",,,"Irwin Kremen Born in Chicago, Illinois, 1925","Wherever, 1967–68",4.45,5.08,
2013.1.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 40B",Screen, 40B,"Wangechi Mutu Born in Nairobi, Kenya, 1972","Family Tree, 2012",,,
2013.1.1.A,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 40B",Screen, 40B,"Wangechi Mutu Born in Nairobi, Kenya, 1972","Family Tree, 2012",18.11,14.02,
2013.1.1.B,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 40B",Screen, 40B,"Wangechi Mutu Born in Nairobi, Kenya, 1972","Family Tree, 2012",17.36,12.2,
2013.1.1.C,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 40B",Screen, 40B,"Wangechi Mutu Born in Nairobi, Kenya, 1972","Family Tree, 2012",20.63,15.12,
2013.1.1.D,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 40B",Screen, 40B,"Wangechi Mutu Born in Nairobi, Kenya, 1972","Family Tree, 2012",17.2,12.24,
2013.1.1.E,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 40B",Screen, 40B,"Wangechi Mutu Born in Nairobi, Kenya, 1972","Family Tree, 2012",18.62,13.11,
2013.1.1.F,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 40B",Screen, 40B,"Wangechi Mutu Born in Nairobi, Kenya, 1972","Family Tree, 2012",16.18,13.5,
2013.1.1.G,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 40B",Screen, 40B,"Wangechi Mutu Born in Nairobi, Kenya, 1972","Family Tree, 2012",17.76,13.11,
2013.1.1.H,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 40B",Screen, 40B,"Wangechi Mutu Born in Nairobi, Kenya, 1972","Family Tree, 2012",15.24,10.08,
2013.1.1.I,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 40B",Screen, 40B,"Wangechi Mutu Born in Nairobi, Kenya, 1972","Family Tree, 2012",14.13,10.75,
2013.1.1.J,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 40B",Screen, 40B,"Wangechi Mutu Born in Nairobi, Kenya, 1972","Family Tree, 2012",16.14,10.0,
2013.1.1.K,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 40B",Screen, 40B,"Wangechi Mutu Born in Nairobi, Kenya, 1972","Family Tree, 2012",14.13,10.2,
2013.1.1.L,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 40B",Screen, 40B,"Wangechi Mutu Born in Nairobi, Kenya, 1972","Family Tree, 2012",18.31,12.2,
2013.1.1.M,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 40B",Screen, 40B,"Wangechi Mutu Born in Nairobi, Kenya, 1972","Family Tree, 2012",14.25,10.98,
2013.2.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 46A",Screen, 46A,"Mario Giacomelli Born in Ancona, Italy, 1925-2000","Untitled (Landscape) from the series Paesaggi, 1964–1974",17.99,21.5,
2013.3.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 22B",Screen, 22B,,"Portrait of an Artist, 18th century",29.13,24.49,
2013.6.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 50A",Screen, 50A,"LaToya Ruby Frazier Born in Braddock, Pennsylvania, 1982","Self Portrait In Gramps' Bedroom (227 Holland Avenue) from the series Notion of Family, 2009 (printed 2013)",20.0,24.02,
2013.7.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 41A",Screen, 41A,,"Untitled, Pinhole 1, 2005",30.0,40.0,
2013.8.1,"Nasher Museum Building, Nasher Painting Storage Room, Wall Screen, 24",Wall Screen, 24,Mel Kendrick,"Large Poplar, 1984",89.49,25.98,20.0
2013.9.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 43A",Screen, 43A,"Andy Warhol Born in Pittsburgh, Pennsylvania, 1928-1987","Jacqueline Kennedy I (Jackie I), 1966",20.75,17.13,
2013.9.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 43A",Screen, 43A,"Andy Warhol Born in Pittsburgh, Pennsylvania, 1928-1987","Marilyn Monroe, 1967",35.98,36.06,
2013.9.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 43B",Screen, 43B,"Andy Warhol Born in Pittsburgh, Pennsylvania, 1928-1987","Campbell’s Soup I (Tomato), 1968",31.93,18.74,
2013.9.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 45A",Screen, 45A,"Andy Warhol Born in Pittsburgh, Pennsylvania, 1928-1987","Ladies and Gentlemen, 1975",33.62,25.98,
2013.9.5,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 45A",Screen, 45A,"Andy Warhol Born in Pittsburgh, Pennsylvania, 1928-1987","Muhammad Ali, 1978",40.08,30.12,
2013.9.6,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 45A",Screen, 45A,"Andy Warhol Born in Pittsburgh, Pennsylvania, 1928-1987","Joseph Beuys, 1980/83",40.0,31.89,
2013.10.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 41B",Screen, 41B,"Gary Simmons Born in New York, New York, 1964","High Life, 2013",49.13,42.52,
2013.13.1.D,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 04B",Screen, 04B,"Deborah Grant Born in Toronto, Canada, 1968","In the Land of the Blind the Blue Eye Man is King from the series By the Skin of Our Teeth, 2007",72.01,35.98,2.01
2013.13.1.A,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 04A",Screen, 04A,"Deborah Grant Born in Toronto, Canada, 1968","In the Land of the Blind the Blue Eye Man is King from the series By the Skin of Our Teeth, 2007",72.01,35.98,2.01
2013.13.1.B,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 04A",Screen, 04A,"Deborah Grant Born in Toronto, Canada, 1968","In the Land of the Blind the Blue Eye Man is King from the series By the Skin of Our Teeth, 2007",72.01,35.98,2.01
2013.13.1.C,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 04A",Screen, 04A,"Deborah Grant Born in Toronto, Canada, 1968","In the Land of the Blind the Blue Eye Man is King from the series By the Skin of Our Teeth, 2007",72.01,35.98,2.01
2013.13.1.E,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 05A",Screen, 05A,"Deborah Grant Born in Toronto, Canada, 1968","In the Land of the Blind the Blue Eye Man is King from the series By the Skin of Our Teeth, 2007",72.01,35.98,2.01
2013.16.1,"Nasher Museum Building, Nasher Painting Storage Room",,,Orit Raff,"Untitled from the series White, 1997–1999",47.01,37.01,
2013.17.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 48B",Screen, 48B,Susan Harbage Page,"Recurrence, Venice, Italy, 2002",18.5,17.52,
2013.17.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 48B",Screen, 48B,Susan Harbage Page,"Involuntary Memory III, Provence, France, 2002",17.52,18.74,
2013.20.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 60B",Screen, 60B,"David Salle Born in Norman, Oklahoma, 1952","The Monotonous Language, 1981",72.01,95.98,
2013.20.1.A,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 42B",Screen, 42B,"David Salle Born in Norman, Oklahoma, 1952","The Monotonous Language, 1981",72.01,47.99,
2013.20.1.B,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 42B",Screen, 42B,"David Salle Born in Norman, Oklahoma, 1952","The Monotonous Language, 1981",72.01,47.99,
2014.1.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 61B",Screen, 61B,"Hassan Hajjaj Born in Larache, Morocco, 1961","Nisrin, 2010/1431",53.5,36.77,
2014.2.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 02B",Screen, 02B,Silvia Heyden,"Translucent, 2011",47.99,42.99,
2014.3.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 46A",Screen, 46A,"Carrie Mae Weems Born in Portland, Oregon, 1953","I Looked and Looked to See What so Terrified You from the Louisiana Project, 2003",35.75,23.74,
2014.3.1.A,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 46A",Screen, 46A,"Carrie Mae Weems Born in Portland, Oregon, 1953","I Looked and Looked to See What so Terrified You from the Louisiana Project, 2003",35.75,23.74,
2014.3.1.B,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 46A",Screen, 46A,"Carrie Mae Weems Born in Portland, Oregon, 1953","I Looked and Looked to See What so Terrified You from the Louisiana Project, 2003",35.75,23.74,
2014.4.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 44A",Screen, 44A,"Charles Gaines Born in Charleston, South Carolina, 1944","Faces: Women, Face #2, Janay Montgomery, 1978",19.88,15.87,
2014.4.1.A,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 44A",Screen, 44A,"Charles Gaines Born in Charleston, South Carolina, 1944","Faces: Women, Face #2, Janay Montgomery, 1978",19.88,15.87,
2014.4.1.B,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 44A",Screen, 44A,"Charles Gaines Born in Charleston, South Carolina, 1944","Faces: Women, Face #2, Janay Montgomery, 1978",19.88,15.87,
2014.4.1.C,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 44A",Screen, 44A,"Charles Gaines Born in Charleston, South Carolina, 1944","Faces: Women, Face #2, Janay Montgomery, 1978",19.88,15.87,
2014.6.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 44A",Screen, 44A,"Barkley L. Hendricks Born in Philadelphia, Pennsylvania, 1945","Take All the Time You Need (Adrienne Hawkins), 1975",72.01,72.01,
2014.7.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 43A",Screen, 43A,"Andy Warhol Born in Pittsburgh, Pennsylvania, 1928-1987","Flowers, 1970",35.98,35.98,
2014.8.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 42A",Screen, 42A,Susan Harbage Page,"Argyle Sock, Brownsville, Texas from the U.S. - Mexico Border Project, 2007",42.01,42.01,
2014.8.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 38B",Screen, 38B,Susan Harbage Page,"Homemade Flotation Device, Brownsville, Texas from the U.S. - Mexico Border Project, 2008",42.01,42.01,
2014.8.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 42A",Screen, 42A,Susan Harbage Page,"Trail with Black Plastic Bags, Santa Ana Wildlife Refuge, Texas from the U.S. - Mexico Border Project, 2007",42.01,42.01,
2014.12.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 13A",Screen, 13A,"Odili Donald Odita Born in Enugu, Nigeria, 1966","Over Here, Over There, 2001",84.02,104.02,
2014.13.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 61B",Screen, 61B,Luis Mallo,"Laminas, No. 20, 1999",32.01,27.99,1.5
2014.14.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 10B",Screen, 10B,Justin Matherly,"untitled (r.f.l.t.p.k.s.m.3), 2013",74.76,73.62,
2014.15.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 48B",Screen, 48B,"Ellen Lanyon American, 1926 -2013","Horse and Riders, 1965",90.0,70.0,
2014.16.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 48B",Screen, 48B,John Cohen,"Q'eros, 2005",6.06,9.17,
2014.17.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 39B",Screen, 39B,Sarah Walker,"Mount Meru, 2012",27.99,25.98,
2014.18.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 51A",Screen, 51A,Robert Kushner,"After the Dance, 1980",48.74,106.57,
2014.20.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 39B",Screen, 39B,Hugo Tillman,"Mrs. Brown Warburton, 2004",40.0,30.0,
2014.22.1,"Nasher Museum Building, Nasher Painting Storage Room, Wall Screen, 19",Wall Screen, 19,"Richard Kalina Born in New York City, New York, 1946","Midnight Rider, 1972",40.0,30.0,10.0
2014.23.1,"Nasher Museum Building, Nasher Painting Storage Room",,,Burk Uzzle,"White Water Nash, 2010",75.0,60.0,
2014.25.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 46B",Screen, 46B,Barthélémy Toguo,"The New World Climax - Guantanamo Republic, 2011",31.5,23.62,
2014.25.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 46B",Screen, 46B,Barthélémy Toguo,"The New World Climax - Colonisation Imperialism, 2011",31.5,23.62,
2014.25.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 46B",Screen, 46B,Barthélémy Toguo,"The New World Climax - Illegal, 2011",31.5,23.62,
2014.26.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 47B",Screen, 47B,Paul Anthony Smith,"Choppy, 2014",40.0,50.0,
2014.29.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 46A",Screen, 46A,Jerry Uelsmann,"Untitled, 1976",29.49,23.5,
2015.2.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 54B",Screen, 54B,John Newman,"Untitled, 1988",80.0,54.02,
2015.3.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 16B",Screen, 16B,Ebony G. Patterson,"...shortly after 8- beyond the bladez, 2014",92.01,110.98,
2015.4.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 44B",Screen, 44B,Valerie Jaudon,"East End, 1980",100.0,84.25,
2015.6.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 38A",Screen, 38A,Bill Bamberger,"Quitting Time, Sanding Room, 1998",23.5,28.5,0.98
2015.8.1,"Nasher Museum Building, Nasher Painting Storage Room, Wall Screen, 04",Wall Screen, 04,Raoul Hague,"Peekamoose, 1976",70.98,67.01,75.0
2015.11.1,"Nasher Museum Building, Nasher Painting Storage Room, crated",,,Jeffrey Gibson,"I PUT A SPELL ON YOU, 2015",40.0,14.02,14.02
2016.3.1,"Nasher Museum Building, Nasher Painting Storage Room",,,Nick Cave,"Soundsuit, 2015",109.02,29.02,19.02
2016.4.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 45A",Screen, 45A,Nina Chanel Abney,"First and Last, 2012",37.99,50.98,
2016.6.1,"Nasher Museum Building, Nasher Painting Storage Room",,,Al Held,"Untitled, c. 1957",45.0,44.02,
2016.7.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 61B",Screen, 61B,Rev. Benjamin Franklin Perkins,"Home of B. F. Perkins, 1992",37.01,27.01,0.98
2016.11.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 26B",Screen, 26B,Claude Lawrence,"Caribbean, 2002",30.0,22.24,
2016.11.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 26B",Screen, 26B,Claude Lawrence,"Untitled, 2001",22.64,30.0,
2016.11.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 42A",Screen, 42A,Claude Lawrence,"Untitled, 1993",22.64,30.0,
2016.14.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 08B",Screen, 08B,David Benjamin Sherry,"All Matterings of Mind Equal One Violet, 2011",72.01,91.5,
2016.15.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 63C",Screen, 63C,Mary Long,"Ye'ii bicheii Navajo textile, c. 1970",47.01,58.74,
2016.16.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 63C",Screen, 63C,Navajo,"Weaving, 20th century",47.99,30.98,
2016.16.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 63C",Screen, 63C,Navajo,"Weaving, 20th century",42.01,26.5,
2016.16.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 63C",Screen, 63C,Navajo,"Weaving, 19th century",62.01,40.0,
2016.16.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 63C",Screen, 63C,Navajo,"Weaving, 20th century",59.02,44.02,
2016.16.5,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 63C",Screen, 63C,Navajo,"Weaving, c. 1940",52.99,34.49,
2016.19.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 39B",Screen, 39B,Jim Roche,"Return to Florida, All in My Background: Piece, 1973–1974",20.0,15.98,
2016.19.1.A,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 39B",Screen, 39B,Jim Roche,"Return to Florida, All in My Background: Piece, 1973–1974",20.0,15.98,
2016.19.1.B,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 39B",Screen, 39B,Jim Roche,"Return to Florida, All in My Background: Piece, 1973–1974",20.0,15.98,
2016.19.1.C,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 39B",Screen, 39B,Jim Roche,"Return to Florida, All in My Background: Piece, 1973–1974",20.0,15.98,
2016.19.1.D,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 39B",Screen, 39B,Jim Roche,"Return to Florida, All in My Background: Piece, 1973–1974",20.0,15.98,
2016.19.1.E,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 39B",Screen, 39B,Jim Roche,"Return to Florida, All in My Background: Piece, 1973–1974",20.0,15.98,
2016.19.1.F,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 39B",Screen, 39B,Jim Roche,"Return to Florida, All in My Background: Piece, 1973–1974",20.0,15.98,
2016.19.1.G,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 39B",Screen, 39B,Jim Roche,"Return to Florida, All in My Background: Piece, 1973–1974",20.0,15.98,
2016.19.1.H,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 39B",Screen, 39B,Jim Roche,"Return to Florida, All in My Background: Piece, 1973–1974",20.0,15.98,
2016.19.1.I,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 39B",Screen, 39B,Jim Roche,"Return to Florida, All in My Background: Piece, 1973–1974",20.0,15.98,
2016.19.1.J,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 39B",Screen, 39B,Jim Roche,"Return to Florida, All in My Background: Piece, 1973–1974",20.0,15.98,
2016.19.1.K,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 39B",Screen, 39B,Jim Roche,"Return to Florida, All in My Background: Piece, 1973–1974",20.0,15.98,
2016.19.1.L,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 39B",Screen, 39B,Jim Roche,"Return to Florida, All in My Background: Piece, 1973–1974",20.0,15.98,
2016.19.1.M,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 39B",Screen, 39B,Jim Roche,"Return to Florida, All in My Background: Piece, 1973–1974",20.0,15.98,
2016.19.1.N,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 39B",Screen, 39B,Jim Roche,"Return to Florida, All in My Background: Piece, 1973–1974",20.0,15.98,
2016.21.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 40A",Screen, 40A,,"""The Beautyful Ones Are Not Yet Born” Might Not Hold True For Much Longer, 2013",64.02,82.87,
2016.22.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 41A",Screen, 41A,Jim Dine,"A Robe in Los Angeles, 1984",53.86,35.0,
2016.23.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 41A",Screen, 41A,Torey Thornton,"You Pissed On My Suburban, 2014",64.88,82.24,
2016.24.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 38A",Screen, 38A,,"Hot Rhythm, 1961",39.88,48.27,0.87
2016.26.1,"Nasher Museum Building, Nasher Painting Storage Room, Wall Screen, 08",Wall Screen, 08,Manuel Neri,"Mujer Pegada Series No. 1 (Cast A/P), 2004",70.0,55.98,10.0
2016.26.2,"Nasher Museum Building, Nasher Painting Storage Room, Wall Screen, 04",Wall Screen, 04,Manuel Neri,"On the Up, 1989/1992",69.49,19.25,16.26
2016.26.5,"Nasher Museum Building, Nasher Painting Storage Room",,,Manuel Neri,"She Said Series No. 6, 1990",39.61,26.26,
2017.1.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 10B",Screen, 10B,Henry Taylor,"Hammons meets a hyena on holiday, 2016",60.0,84.25,2.99
2017.2.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 41A",Screen, 41A,William Eggleston,"Untitled from the series The Democratic Forest, c. 1983–1986",20.75,29.13,1.73
2017.3.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 43B",Screen, 43B,Amy Sherald,"Light is easy to love., 2017",54.02,42.99,
2017.4.4.A,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 40B",Screen, 40B,Robert Buck,"Thirteen Shooters (Mitchell Johnson & Andrew Golden) from the portfolio Thirteen Shooters, 2001",49.33,40.2,
2017.4.4.B,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 40B",Screen, 40B,Robert Buck,"Thirteen Shooters (Mitchell Johnson & Andrew Golden) from the portfolio Thirteen Shooters, 2001",49.25,40.12,
2017.4.9,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 49B",Screen, 49B,Ed Harris,"Untitled (Pollock Panel), 1999",65.98,92.01,
2017.4.11,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 48A",Screen, 48A,Lyle Ashton Harris,"Brotherhood, Crossroads and Etc., 1994",35.51,26.5,2.52
2017.4.14,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 43B",Screen, 43B,Lyle Ashton Harris,"Untitled (Alchemy Procession), 1998",32.52,42.52,1.73
2017.4.16,"Nasher Museum Building, Nasher Painting Storage Room, Wall Screen, 21",Wall Screen, 21,Michael Jenkins,"Happy Birthday, 1990–1991",15.0,32.99,
2017.4.17,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 41B",Screen, 41B,Michael Jenkins,Life Guard Tower,64.02,40.0,
2017.4.22,"Nasher Museum Building, Nasher Painting Storage Room, Wall Screen, 16",Wall Screen, 16,Glenn Ligon,"Warm Broad Glow, 2005",4.02,47.99,
